id,label,number of raw peaks,peaks,valleys,peak height list,bottom height list,mean of peak heights,max peak height,diff,tmp metric,spectra,number of peaks,smoothed peaks,smoothed valleys,smoothed peak height list,smoothed bottom height list,(smoothed) mean of peak heights,(smoothed) max peak height,(smoothed) max(peaks) - min(valleys),(smoothed) mean(peaks) + max(peaks) -  min(valleys),smoothed spectra
122,0,2,[114 385],[  8 200 578],"[1495.11, 2163.09]","[466.3275, 655.705, 542.474]",1829.1,2163.09,1696.7625000000003,3525.8625,"[ 467.084   499.934   484.884   507.202   478.653   499.509   568.207
  547.18    466.3275  493.107   519.915   516.839   504.803   519.605
  513.502   540.279   516.311   581.87    584.7055  584.556   578.492
  554.542   527.62    566.224   560.123   521.302   568.867   568.77
  550.809   516.438   491.011   577.212   535.466   574.04    585.7885
  603.475   609.316   573.551   606.137   617.8625  599.887   531.493
  590.777   635.199   586.0735  617.074   643.664   551.618   661.235
  613.688   634.281   690.415   734.737   710.915   740.409   709.1295
  740.03    736.944   748.655   781.071   786.854   791.086   895.844
  895.691   865.982   933.801   949.8025  953.997   944.974   974.338
 1163.1    1097.97   1078.51   1168.21   1241.74   1226.79   1244.27
 1314.695  1293.73   1305.29   1278.55   1366.7    1325.24   1397.03
 1389.31   1389.07   1421.2    1420.96   1394.24   1461.52   1469.97
 1484.41   1460.65   1425.13   1410.08   1442.02   1465.27   1418.04
 1447.15   1426.36   1425.99   1369.89   1340.33   1469.12   1427.83
 1456.89   1430.145  1476.65   1379.73   1420.5    1311.91   1384.88
 1397.7    1334.42   1495.11   1310.56   1289.86   1285.145  1289.19
 1242.21   1180.62   1209.64   1270.78   1176.995  1121.21   1202.76
 1170.45   1214.02   1129.2    1107.03   1108.2    1035.12   1116.57
 1060.99   1017.1    1044.515   932.1    1039.7     990.016   966.555
  989.675   990.8715  884.43    942.454   948.108   921.775   912.894
  845.881   919.771   842.539   903.395   880.005   862.431   902.928
  863.5145  829.917   789.156   809.326   835.289   835.145   801.592
  773.849   837.468   825.734   811.108   796.487   800.623   790.285
  816.198   723.455   815.917   795.526   804.066   832.777   803.65
  815.073   800.484   814.792   840.651   762.4515  796.906   793.882
  805.29    784.95    704.025   807.758   810.4365  752.557   732.247
  809.944   726.23    746.274   731.6775  766.047   725.603   771.54
  748.38    696.449   681.941   750.8015  655.705   701.598   721.601
  790.462   744.343   775.755   735.34    732.341   760.929   706.25
  754.925   766.274   711.564   676.955   762.876   708.263   736.81
  753.881   739.421   777.9085  724.715   701.677   721.6     730.065
  724.213   746.984   725.333   726.573   769.347   729.18    749.067
  723.211   748.808   721.4665  788.411   765.426   716.749   779.436
  742.191   690.689   716.19    758.793   778.626   681.536   746.994
  826.682   689.732   752.2405  789.076   794.636   743.24    734.57
  731.596   768.469   752.619   782.293   773.624   804.771   761.983
  736.266   767.403   795.617   775.526   781.072   789.456   752.408
  817.569   806.074   769.043   795.7945  754.461   794.031   737.187
  754.068   819.127   770.809   798.938   824.222   826.911   806.947
  775.667   914.222   817.846   792.239   850.019   848.385   851.065
  788.724   825.331   782.797   833.52    878.575   806.329   849.881
  897.725   858.053   863.548   857.755   959.164   848.9235  913.55
  885.2     918.869   867.983   884.737   960.646   929.496   934.883
  962.792   965.439   931.501   987.612   973.374  1021.02    964.598
 1016.355  1070.9    1076.34   1059.29   1053.49   1098.24   1064.35
 1050.13   1079.33   1187.09   1136.38   1192.29   1105.13   1161.02
 1208.49   1241.92   1264.01   1213.25   1255.06   1322.06   1299.43
 1243.2    1315.77   1335.14   1309.72   1349.945  1418.12   1401.09
 1395.25   1445.33   1433.9    1564.99   1573.1    1533.58   1603.
 1588.76   1571.73   1582.62   1646.53   1551.37   1645.95   1656.82
 1741.43   1728.44   1789.45   1911.76   1939.29   1927.81   1838.34
 1832.45   1940.72   1951.35   1978.66   1989.44   1911.2    2005.44
 2060.71   2043.66   2115.58   2090.02   2106.14   2072.43   2002.63
 2127.25   2146.31   2148.71   2109.48   2095.23   2028.27   2112.355
 2163.09   2096.17   2142.93   2067.72   2075.67   2017.12   2033.39
 1933.32   1953.58   1951.68   1934.73   1906.72   1950.65   1903.28
 1781.25   1822.42   1772.33   1759.43   1801.8    1663.33   1676.85
 1651.7    1604.46   1620.75   1683.95   1564.97   1553.66   1524.285
 1508.71   1483.63   1497.15   1394.89   1364.33   1355.82   1336.3
 1347.08   1343.97   1263.77   1302.09   1277.09   1290.63   1276.64
 1290.17   1237.69   1185.22   1212.51   1210.81   1129.43   1140.22
 1192.21   1161.79   1134.13   1081.76   1128.24   1144.51   1111.37
  993.202  1020.369  1107.85   1044.6    1022.48    986.672   972.797
  964.406   964.237   980.5     983.065   932.1585  946.966   924.908
  864.555   891.757   943.564   888.708   877.616   844.659   880.04
  836.164   902.8725  854.839   851.958   829.967   824.361   826.945
  840.443   856.664   821.052   790.907   788.041   839.627   869.384
  803.834   800.968   808.998   803.409   808.713   808.57    762.154
  800.12    797.258   753.525   785.957   774.942   739.463   801.85
  720.179   741.789   774.258   757.824   703.376   727.689   761.427
  732.731   719.034   702.63    740.479   734.925   759.197   721.11
  734.535   766.925   690.923   661.002   712.2825  685.019   736.333
  695.604   681.95    657.478   719.581   678.883   711.214   700.273
  648.787   718.945   711.999   664.536   656.315   683.203   685.782
  696.459   669.346   693.513   650.222   652.805   685.054   633.697
  711.772   677.893   681.752   625.054   689.592   713.709   632.8
  648.841   629.883   729.351   645.805   605.335   661.716   637.393
  647.976   682.75    658.441   615.332   636.715   650.033   644.546
  652.487   622.84    654.94    630.67    654.707   641.177   616.87
  614.023   592.467   629.887   624.415   624.304   664.378   583.906
  589.158   629.216   583.595   556.725   596.768   607.364   615.281
  631.163   606.932   636.23    601.371   542.474   598.485   579.68
  616.969   576.803   574.031   579.267   608.523   595.072   600.302
  622.813   586.649   578.546   605.1     591.666   628.867 ]",2,[ 90 381],[198 576],"[1447.0915574879205, 2124.1957120772913]","[725.4366343961342, 593.6097555555546]",1785.643634782606,2124.1957120772913,1530.5859565217368,3316.2295913043426,"[ 482.94234291  486.79542026  490.62762466  494.43895612  498.22941463
  501.99900019  505.74771281  509.47555247  513.1825192   516.86861297
  520.5338338   524.17818168  527.80165662  532.77372928  536.11772174
  538.47418106  542.91797894  546.55685623  550.96944251  554.0989256
  559.37078686  556.99478783  554.91485314  553.59429565  552.34267517
  552.42768116  551.18059014  549.07170097  549.88887845  552.48784783
  554.90563362  556.28559971  562.02705816  566.58757246  569.40408773
  575.95105266  578.23563807  584.07262986  586.34140386  588.95572725
  591.2816087   596.0932115   598.26669739  600.87592     607.24345836
  612.19909527  619.41404599  626.7938315   636.76365961  648.74666106
  654.68124725  665.73270435  682.04615005  695.77024242  706.31424367
  721.50758329  741.74230068  758.56511256  768.80830908  788.81538
  805.87917981  825.68163391  841.36822889  861.65581787  886.54633188
  913.29642386  943.04754947  975.89595952 1009.17507565 1039.30813024
 1071.81377942 1100.02338667 1130.10050657 1159.15526396 1184.46202155
 1214.60677894 1244.73092203 1266.46753623 1289.57325324 1310.77646918
 1330.78455923 1347.75536831 1361.48830531 1380.83280097 1392.46053527
 1401.4317401  1409.72069758 1420.91664251 1428.47553623 1436.73578068
 1447.09155749 1446.0634087  1446.60764638 1441.53246377 1441.66949082
 1435.33106473 1437.6305285  1435.45510918 1437.39125507 1434.4474744
 1429.80884734 1425.61043865 1415.71037198 1418.13151304 1421.35536329
 1422.03490725 1418.53422512 1414.34549275 1412.44136715 1407.54621546
 1394.69815362 1387.66798261 1379.91289565 1364.95030918 1346.66823092
 1321.54542995 1308.0076686  1292.28775072 1277.4702715  1264.51302995
 1249.56376232 1232.63195942 1220.13581449 1198.38368599 1186.02943768
 1167.84537488 1149.56281198 1144.19619942 1128.58678589 1112.49535314
 1102.4584599  1089.16482039 1073.61697469 1055.88166696 1040.10059749
 1032.52180319 1015.61963304  999.57442155  984.99214957  971.69302155
  964.15107459  951.45655159  941.45899874  934.56195024  925.44661536
  920.14706406  911.41923275  901.11409266  895.36131855  883.98435198
  875.50760725  866.65294947  858.31111101  853.26469053  849.57391043
  840.58056889  833.88668879  833.7393799   827.07824686  822.49717758
  813.85534908  809.12707942  802.747917    800.32793507  798.90175063
  796.71773894  797.46605942  802.12021961  802.9519086   801.3546515
  800.00675498  801.654037    807.58457952  804.62553208  799.82497362
  802.14079256  804.53492705  801.41132357  802.18725517  800.9207058
  798.9370599   796.00129188  788.65691285  782.98764106  777.5571001
  774.9242399   773.89271536  766.79658261  765.67529932  760.022897
  754.1630657   747.55976464  740.61834976  734.80918657  732.53810705
  732.09392145  729.95747227  726.01989594  725.4366344   726.43458754
  728.24410618  729.98634213  731.70778831  732.53205324  732.66586908
  731.3320057   733.66549082  732.14549874  737.4154485   742.8691913
  743.2792313   741.11750242  742.93451266  736.92824899  733.64543981
  730.61556473  729.88033913  729.83341671  731.14705565  732.10176377
  731.33774473  734.26435246  730.29630261  731.51698705  737.05627787
  735.83859169  734.27926744  740.01758068  739.99471671  738.73036715
  738.17560483  742.58711594  745.30298957  741.50133671  744.4189372
  743.60114512  741.39804309  739.27307614  741.95834705  743.43610145
  744.34966589  745.73316232  746.03139768  746.00694686  745.32604947
  744.86909797  745.64636715  751.93801014  755.49233121  754.76868744
  759.61639324  762.51914773  761.45601469  763.04032937  763.17549739
  766.43536377  765.67625391  766.24425024  774.64034357  772.15125333
  775.50597758  779.39085034  780.53117971  781.96802425  780.62300657
  777.39691275  776.66485217  776.52590599  779.88847807  775.62282947
  780.98843092  785.52414966  784.6896943   786.09721923  789.87845758
  796.32293459  800.44919362  807.2663114   808.08453391  810.8202401
  818.15326087  820.53390019  822.41252599  824.69938957  828.93896715
  829.59489681  825.06536966  831.67770889  831.45249237  834.63728976
  837.82022435  844.7257715   849.14888792  847.14313633  857.06839923
  862.54305459  865.21128039  872.1250171   881.96961507  889.63795063
  894.97616174  899.9797686   905.61275981  910.65665208  916.68319072
  919.55914618  926.70688638  938.12540377  945.66545237  956.12933671
  966.65700483  982.10096319  986.08348696  998.41151498 1006.98674493
 1023.40608348 1032.84780599 1040.21883227 1051.45214396 1061.37969333
 1075.36658106 1088.89837449 1100.0176029  1111.42705372 1129.26953507
 1141.61285816 1156.32548522 1169.00740966 1181.7073285  1194.83961159
 1211.2763314  1227.92018551 1241.65694976 1259.49851401 1268.88930725
 1278.65885604 1293.1491314  1311.64542029 1330.13858647 1354.10992077
 1371.95002802 1388.75073237 1413.62929952 1434.46951884 1456.84686087
 1471.87212367 1490.87549275 1511.86054686 1527.47237005 1541.11487343
 1562.0648744  1590.54222222 1616.52356232 1637.45629179 1662.6007285
 1685.79084251 1707.78435556 1735.98907826 1755.8993256  1780.72627053
 1808.56620676 1830.46519227 1858.80424348 1885.55317295 1911.98996522
 1939.72525411 1960.89226667 1972.65762512 1986.70728116 2000.33300483
 2016.14004831 2030.59214686 2039.19955459 2050.95102029 2068.3696744
 2081.7938029  2091.9262058  2096.38523285 2106.34040676 2112.05522899
 2120.92702512 2124.19571208 2117.26139034 2111.4444058  2106.44251111
 2094.41215459 2087.14457488 2082.17277488 2071.59422126 2058.16282512
 2035.98001836 2015.01719227 2001.06740773 1983.53213333 1962.55745024
 1940.37746667 1909.49923188 1878.22578551 1857.41314976 1832.71088502
 1812.46446667 1788.70549179 1766.86028309 1740.9146087  1721.91102899
 1697.00309565 1671.84631401 1646.79921546 1619.95291111 1592.1651285
 1572.7952087  1549.83118841 1521.85840676 1496.33615459 1470.29350628
 1444.51155556 1427.17657101 1405.92474589 1384.27038744 1362.68921739
 1343.66658261 1325.14801546 1310.12842995 1293.06228792 1278.84964348
 1267.24839227 1253.3144715  1239.31224155 1230.91928309 1224.10710222
 1212.45951053 1195.22113469 1181.34351826 1169.59347478 1159.97895478
 1145.54713913 1132.97695787 1118.6167857  1104.47497604 1090.52948618
 1081.69596338 1069.72911884 1056.08381807 1047.16103401 1036.43652319
 1018.11978802 1003.80271913  993.77675188  984.6871143   972.4764056
  959.89200087  946.89769362  940.06596377  933.37279391  921.17291662
  910.21100821  905.39176957  897.89000551  889.769637    882.74283217
  876.73929594  870.11415198  860.87475971  852.77131391  850.78902947
  846.7825742   843.97388947  841.15424396  834.56086976  829.63360763
  831.24627478  827.96326058  824.74048889  821.79722986  818.72519536
  813.67905208  814.72472812  809.76661159  809.59473082  805.97625816
  799.73831594  794.6156257   793.06287227  790.7041486   784.52092348
  778.03480618  771.19620251  767.84809256  764.85817662  759.2689113
  752.61646357  749.34314744  745.37963671  740.91678145  741.84711111
  740.92592193  738.6984915   738.34797643  732.53666792  731.54413971
  730.84738966  728.77218725  726.94478329  723.0344858   718.13901768
  716.5290829   717.27780242  710.23158126  705.26230928  705.48906396
  704.28865826  700.2961801   694.89020261  691.33627072  689.56877787
  688.59696135  688.46079932  688.85150802  690.24861826  690.54173913
  683.80327778  682.50281469  679.54503324  683.07105874  680.51564058
  676.41928271  675.31776464  676.2972999   675.58424     671.37688135
  672.61034106  672.04009101  671.6793001   673.00863787  670.75096251
  665.73115382  663.99249217  664.78861874  664.71524715  662.29619671
  661.90059981  658.49043942  656.39590609  654.16934899  650.07227671
  649.37628734  648.31722415  649.10428135  645.89647227  647.04698918
  647.94596425  644.66725121  641.96002725  635.73544077  640.98049005
  640.87613855  635.08548386  634.81551246  633.66546976  629.83304348
  627.84666242  624.76323923  618.50761546  615.0633428   611.21311169
  609.77594841  612.01676077  608.55403034  608.23951826  604.67995556
  605.53148638  605.98288502  604.59144232  601.36237082  597.66552444
  596.0448085   593.60975556  594.03517295  598.08099729  596.18589256
  595.22308502  595.05695787  595.32615099  595.66342419  596.06877747
  596.54221084  597.08372428  597.69331781  598.37099142  599.11674511
  599.93057888  600.81249273  601.76248667  602.78056068]"
120,0,2,[ 93 385],[ 14 225 573],"[1572.06, 2265.7]","[447.821, 643.952, 494.9]",1918.8799999999999,2265.7,1817.879,3736.759,"[ 452.113   458.024   454.953   490.7465  487.628   493.527   457.556
  508.309   494.726   481.153   493.023   448.127   504.803   494.2225
  447.821   480.58    483.482   465.496   498.191   507.012   521.836
  485.97    482.906   530.4655  518.412   530.239   533.127   553.881
  521.036   555.133   496.963   550.434   547.365   538.349   530.778
  529.155   535.009   588.41    582.367   580.7325  561.281   587.908
  593.745   629.263   612.783   634.874   628.833   610.932   572.28
  610.723   677.255   657.821   708.073   660.558   710.793   709.13
  713.389   701.429   739.777   760.361   775.022   820.6565  860.365
  913.427   868.938   930.846   963.1025  977.625  1009.94   1024.53
 1124.73   1130.44   1147.85   1224.26   1285.99   1188.45   1253.11
 1388.385  1267.2    1337.7    1396.39   1384.37   1457.76   1422.055
 1436.41   1533.28   1471.23   1468.03   1517.78   1439.47   1496.43
 1516.74   1522.36   1572.06   1493.8    1471.39   1553.36   1465.02
 1432.48   1502.67   1525.755  1498.96   1486.97   1480.85   1539.24
 1544.84   1428.685  1500.09   1397.31   1487.86   1402.69   1469.79
 1413.79   1357.83   1381.     1427.57   1333.73   1334.85   1335.97
 1324.05   1271.22   1244.7    1314.6    1255.855  1200.05   1199.84
 1199.64   1219.86   1207.98   1165.375  1108.2    1195.49    997.038
 1101.8    1089.95   1051.8     993.269  1045.52    934.691  1059.72
 1027.52   1005.4285  957.162   951.18    951.016   924.683   918.709
  880.762   916.8625  859.971   915.014   920.665   865.334   859.379
  882.3755  882.15    864.59    812.226   832.389   840.945   800.142
  834.714   889.628   874.989   831.386   761.731   820.8895  813.444
  813.304   813.164   769.624   775.277   830.097   793.7395  829.668
  777.499   786.034   774.342   751.097   724.9125  773.807   793.882
  761.995   813.809   764.618   706.789   774.382   772.74    789.904
  801.297   757.931   700.172   701.434   737.248   708.327   791.692
  757.015   684.937   785.528   781.0085  678.712   747.605   687.102
  724.351   692.613   765.6985  764.064   692.134   758.057   740.701
  749.184   720.355   727.3415  722.85    757.14    705.395   802.75
  742.415   644.844   752.1295  747.631   730.317   781.734   718.613
  658.376   643.952   702.4415  760.899   757.907   757.776   697.605
  691.767   717.37    721.467   794.124   771.138   708.182   733.755
  742.191   787.728   763.272   790.171   787.182   764.233   715.632
  789.624   763.836   699.523   760.59    771.851   774.564   760.194
  725.902   771.315   741.236   762.38    767.936   759.272   750.61
  798.806   812.879   750.1575  721.552   775.391   724.141   735.372
  757.955   806.074   783.232   714.9375  768.642   830.897   822.247
  739.893   799.286   821.818   793.2735  759.077   809.919   818.273
  829.454   817.988   863.125   840.339   759.5025  845.557   757.759
  814.166   811.198   799.753   890.03    867.275   859.989   847.058
  968.301   866.521   846.616   894.435   882.995   868.659   868.436
  919.029   831.492   972.253   884.737   918.389   901.329   936.291
  945.901   951.366   962.457  1038.26   1021.2     998.519  1048.97
 1021.9815 1025.93   1093.2    1014.33   1064.72   1067.35   1114.9
 1083.82   1108.8    1153.42   1097.1    1228.76   1189.28   1219.92
 1163.63   1264.35   1217.77   1258.08   1221.44   1299.66   1363.84
 1279.6    1304.57   1449.9    1416.06   1408.695  1527.2    1479.39
 1439.99   1487.26   1576.45   1584.56   1592.66   1609.005  1561.11
 1602.72   1669.44   1632.86   1646.53   1785.75   1768.7    1807.44
 1808.36   1803.71   1873.07   1897.83   1969.94   1913.88   1988.75
 1963.34   2068.8    1995.89   2162.33   2156.39   2086.47   2097.23
 2208.1    2152.1    2173.97   2235.925  2220.06   2155.77   2163.73
 2180.01   2226.83   2168.15   2198.3    2056.38   2203.08   2153.955
 2265.7    2168.26   2178.97   1990.11   2103.38   2094.7    2097.1
 2057.96   2042.185  2001.51   2064.82   2028.48   1961.72   1997.34
 1886.35   1919.21   1860.81   1832.685  1738.23   1671.62   1781.83
 1665.51   1609.98   1717.38   1703.28   1631.22   1619.89   1631.88
 1514.23   1558.09   1524.73   1463.81   1507.65   1435.74   1441.
 1388.4    1429.35   1390.43   1403.95   1312.87   1315.39   1273.89
 1334.19   1300.95   1231.97   1201.51   1210.81   1088.21   1197.92
 1131.78   1131.58   1189.05   1098.23   1103.53   1128.04   1070.21
 1100.2    1051.915  1000.9    1022.66   1041.67    978.45    956.355
 1010.98    999.848  1005.15    944.729   985.544   922.334   908.49
  922.01    935.524   886.13    905.115   861.212   896.596   828.112
  863.489   852.3365  923.117   892.918   879.109   881.684   919.737
  799.512   826.653   845.602   850.907   837.123   772.838   784.899
  814.734   839.109   773.588   792.515   814.159   724.174   745.822
  778.348   791.816   723.5975  753.323   810.291   731.308   739.333
  752.791   793.415   774.258   708.932   771.269   746.695   723.4265
  708.306   786.868   756.887   724.205   753.908   723.949   742.798
  720.983   718.145   761.37    731.436   739.3685  768.955   693.02
  722.67    722.542   717.003   689.824   641.017   681.467   678.643
  700.149   656.78    709.2975  723.966   667.119   672.402   680.382
  674.863   672.044   715.101   661.014   704.058   693.145   622.911
  609.32    653.6315  652.111   630.442   665.349   608.673   716.275
  643.456   662.185   619.006   651.187   597.264   615.987   615.878
  645.291   637.054   628.879   628.767   620.596   615.114   620.376
  571.933   601.363   625.414   614.568   609.093   582.157   615.5275
  616.704   592.467   629.887   632.455   562.678   629.551   559.799
  586.48    594.408   554.147   602.227   578.035   644.823   494.9
  584.3625  590.89    585.439   563.952   566.524   598.485   568.994
  574.235   550.099   582.04    549.904   565.82    549.708   600.302
  530.791   575.983   597.209   613.097   519.707   508.956 ]",2,[ 96 376],[228],"[1508.8129410627998, 2197.2433526570017]",[716.6326252173901],1853.0281468599007,2197.2433526570017,1480.6107274396115,3333.6388742995123,"[ 469.89971607  470.54978667  471.28619136  472.10893015  473.01800303
  474.01341001  475.09515109  476.26322625  477.51763552  478.85837888
  480.28545633  481.79886788  483.39861353  482.89633324  482.80093391
  481.65029981  485.13958512  487.1664914   493.51834783  494.40959536
  499.18226531  504.50409159  509.67499498  515.65601121  518.11290377
  521.02939343  524.89628792  526.30970879  530.50574396  533.21630087
  534.44351884  535.89696502  539.76930164  544.22392696  547.60684502
  551.6055401   560.17842783  565.33643449  567.90968367  573.05666251
  578.03487826  585.12615874  592.23062106  596.88221072  605.0908286
  614.59908087  621.85234821  628.14391024  634.06848348  638.49777623
  645.88621005  652.96245546  665.31367981  674.76582329  686.44563275
  700.39882309  717.67352048  736.24103623  753.89205401  775.19853304
  797.74489362  816.08158348  836.20974271  869.08239681  898.75371043
  926.80360106  961.79558734  996.25126831 1028.66210116 1062.96700783
 1092.32165072 1125.75654174 1158.27218773 1184.93944783 1217.01890908
 1249.54694821 1280.61790058 1310.68256271 1336.83070483 1360.46654783
 1381.21280773 1397.6479942  1415.62805024 1436.23105894 1448.66123092
 1463.40007923 1479.70299517 1492.13264928 1494.12608599 1497.51930821
 1507.18602222 1506.89391594 1504.00265604 1502.95427923 1505.80238647
 1506.43437391 1508.81294106 1503.84572367 1508.58517681 1504.51387633
 1502.07341643 1503.80435362 1496.64324444 1488.10778164 1485.01919807
 1480.23955169 1477.51373913 1469.81637681 1461.37674589 1457.1022686
 1441.7748599  1425.60491304 1414.08880386 1402.00007826 1386.87716232
 1368.72949662 1350.27012657 1337.80570048 1329.29628889 1308.3837256
 1302.49105043 1281.97470261 1267.2761171  1249.51574609 1238.51162879
 1220.98389836 1205.52935382 1183.18603014 1167.55041275 1148.99241845
 1133.56204386 1118.7830743  1104.04470319 1088.06704976 1070.53404599
 1059.89672357 1044.74845014 1029.95833845 1012.04990715  995.31346367
  984.89264686  975.86580589  964.81610126  951.88781092  947.5309515
  934.89918213  926.89331072  919.10115758  912.41638976  900.24452647
  889.41063923  874.29293362  870.6200543   870.58913826  866.69433285
  861.53185585  856.76517188  852.93780058  850.51908261  847.20299633
  838.51981227  834.84124783  826.07257275  824.24906502  823.13035981
  819.85380879  817.147737    816.77449816  813.59461923  809.13581952
  803.59364087  796.23567517  792.92660725  789.64935633  783.57580918
  782.16097565  780.91769208  778.23787072  774.17581324  776.12153063
  776.59163884  774.49763266  774.01299324  765.9787229   760.67830473
  762.86578686  757.30329449  755.97698551  758.08482048  756.15140831
  756.9698257   753.34195382  748.81572309  742.41378068  738.64607324
  737.65682647  736.44771266  734.66401527  728.8503457   728.71825024
  728.50031217  730.34815459  732.37993111  735.99079111  730.64423816
  729.11886705  734.25282831  729.98928918  731.80322502  733.68910309
  728.35061111  733.31362367  741.79388551  743.08248213  743.36686338
  736.36120425  732.01783749  725.9204628   727.76534068  729.8819085
  725.55763208  724.74540357  719.77242261  718.43447971  719.56752831
  719.26606638  718.30357787  717.75687565  716.63262522  721.35847681
  724.90300705  723.90611971  731.44352937  734.84473488  739.64922193
  751.65490415  756.213203    755.83900734  752.89428976  753.00481005
  758.09628464  760.4348742   764.91902879  763.96123362  761.22438976
  759.54625913  757.68405546  757.69933449  757.18434164  756.67797807
  757.86201604  755.40442135  758.592937    759.24528242  760.29208734
  759.55927217  760.11168386  761.15495749  762.85709585  760.63679768
  755.8977886   759.40202744  760.10747285  760.84544638  763.38369014
  765.44284812  766.96899507  766.77552676  767.79211816  770.63853971
  771.2693829   773.68578203  783.94586473  790.68558377  799.15045005
  801.13196705  806.04751517  807.79503527  804.30479923  804.08503353
  808.02931324  812.11249865  805.46754589  808.69839092  817.07643208
  823.10414242  825.10164947  831.02214821  838.43749333  841.58132348
  847.0833858   846.91359749  853.44309903  858.914057    865.06257671
  872.62976116  879.68708415  881.6747343   888.31664348  885.87093855
  888.57905797  892.92919459  893.74530261  902.704037    911.31040077
  916.83774271  927.0165942   942.78746676  954.1543258   962.1185143
  975.62029256  987.62882831  996.86312483 1009.47012396 1018.16383401
 1025.02533614 1039.54280019 1052.95352841 1062.41950995 1074.01507411
 1085.14345488 1098.91120377 1108.21483671 1115.50004126 1133.79221662
 1150.29902097 1158.36909816 1174.1939885  1190.51478744 1201.86052947
 1222.97656908 1242.50096425 1261.95882029 1277.35459324 1297.16741353
 1316.09125024 1336.27949372 1362.33894879 1381.65389372 1405.39508406
 1430.05231304 1455.59636522 1469.78549372 1492.52909758 1511.38678647
 1533.22545507 1552.62926957 1572.24723478 1595.69096039 1610.92088889
 1630.55320193 1655.05001353 1680.50428599 1699.96305121 1732.43448213
 1754.26444444 1776.0404686  1804.74162705 1837.78055169 1865.74852367
 1898.47190628 1930.50791691 1955.03587923 1981.43370628 2013.33189662
 2038.77176425 2059.29984831 2082.28624155 2105.1156087  2124.9191343
 2148.25534976 2156.72202899 2167.95821643 2170.78741256 2181.48141063
 2184.39583188 2197.24335266 2195.17236329 2195.55567729 2187.11047343
 2187.45183768 2186.12280676 2179.36356135 2165.47633527 2158.49704734
 2149.8714657  2137.68490821 2133.76288406 2124.87957005 2112.95129565
 2099.38178551 2088.17418454 2079.1633256  2056.59343865 2040.01897391
 2012.84752947 1984.28873237 1953.05507536 1933.07435845 1908.28258261
 1883.8716686  1853.20777295 1823.97942899 1795.90329565 1771.22200483
 1741.58995266 1715.54961643 1686.5633372  1665.2829285  1641.42183961
 1617.93193527 1598.27895845 1579.20138647 1562.85777971 1546.75567053
 1526.8506628  1504.61129855 1481.57932754 1466.36154203 1443.51530048
 1422.22298357 1399.73378164 1382.01801353 1360.78452947 1336.86991498
 1321.17431111 1298.6562628  1278.25372174 1260.83424541 1238.76697585
 1223.48625217 1207.44403865 1190.59027923 1170.29416618 1157.26770725
 1143.99974589 1129.93492657 1113.05306493 1097.52357507 1084.13264232
 1073.5409772  1067.1178628  1058.2411913  1047.01130435 1036.46362184
 1021.12222763 1010.84892715  999.54793082  986.02426551  980.87227014
  968.61410454  957.65988628  945.75120058  934.50811237  927.7602999
  919.80736377  907.94025778  905.05650155  901.80348773  894.10559913
  884.82115208  880.28549092  879.48688657  878.51026444  872.53103884
  868.72317845  865.74085488  860.23935101  854.43148155  854.8320057
  849.94957121  843.84793807  834.3544599   830.65305082  819.90965024
  807.58709546  799.26655691  794.73566696  788.61157101  780.62974097
  775.72284541  778.54652705  771.04689256  766.89336435  765.64025884
  766.02437633  762.10982464  757.17617884  754.68593188  752.50661652
  754.71187836  752.43688415  752.77018193  755.05093401  749.51318657
  746.68631952  745.3413028   744.08001498  743.17875845  741.2068887
  743.10352966  740.74539536  739.53185662  740.5501401   740.7830172
  740.15412734  733.75548077  733.04221159  727.65765266  720.29478725
  714.83631498  713.42890783  710.25878609  705.40502106  702.46504754
  695.64568213  693.59476754  687.9003144   683.13184966  685.27027227
  685.81774338  683.89401942  684.74906715  682.56397517  680.04844048
  681.17487855  676.36464164  675.32434773  669.67272184  668.18859295
  664.08159063  664.10055295  659.3709943   657.30098676  655.12903652
  650.68886889  647.00166338  643.88447449  641.0350713   638.29339643
  638.39463266  638.21879121  638.74910087  638.25635217  634.56183266
  629.59802947  628.1834543   624.57987372  619.72951652  618.53888725
  611.70266705  612.41805401  613.86641952  612.76582618  613.40448483
  613.95905749  610.60384696  609.89560493  605.73913932  605.00923604
  600.7639714   605.00189691  603.04877536  600.61457981  598.49904454
  598.06419179  593.92812744  589.24462773  588.11354754  586.2655029
  585.47157092  580.82137981  579.97369923  578.38438609  576.27415217
  573.99346957  577.05153807  573.13579652  572.77975662  568.45531382
  571.14469575  573.95569063  572.74886504  571.39086596  569.8816934
  568.22134736  566.40982783  564.44713481  562.33326831  560.06822832
  557.65201484  555.08462788  552.36606744  549.4963335 ]"
